nome;valor_venda;quantidade;id_categoria;descricao
produto_cantina11493;34.78;8;11;descricao11493
produto_cantina11494;42.81;40;18;descricao11494
produto_cantina11495;46.54;6;18;descricao11495
produto_cantina11496;13.63;14;13;descricao11496
produto_cantina11497;34.17;25;3;descricao11497
produto_cantina11498;4.23;45;10;descricao11498
produto_cantina11499;23.6;17;17;descricao11499
produto_cantina11500;43.89;43;8;descricao11500
produto_cantina11501;40.67;38;6;descricao11501
produto_cantina11502;26.19;6;13;descricao11502
produto_cantina11503;2.13;10;3;descricao11503
produto_cantina11504;21.82;46;4;descricao11504
produto_cantina11505;45.21;34;9;descricao11505
produto_cantina11506;47.32;21;7;descricao11506
produto_cantina11507;14.03;37;7;descricao11507
produto_cantina11508;2.44;18;3;descricao11508
produto_cantina11509;9.43;41;7;descricao11509
produto_cantina11510;31.69;22;11;descricao11510
produto_cantina11511;16.31;13;11;descricao11511
produto_cantina11512;10.44;48;2;descricao11512
produto_cantina11513;40.42;48;18;descricao11513
produto_cantina11514;18.85;27;4;descricao11514
produto_cantina11515;28.99;17;1;descricao11515
produto_cantina11516;28.42;45;6;descricao11516
produto_cantina11517;45.93;41;14;descricao11517
produto_cantina11518;49.23;21;19;descricao11518
produto_cantina11519;27.05;36;4;descricao11519
produto_cantina11520;30.58;49;18;descricao11520
produto_cantina11521;32.93;22;12;descricao11521
produto_cantina11522;36.62;2;12;descricao11522
produto_cantina11523;9.02;40;17;descricao11523
produto_cantina11524;14.79;31;10;descricao11524
produto_cantina11525;48.32;35;5;descricao11525
produto_cantina11526;38.65;46;7;descricao11526
produto_cantina11527;29.26;18;8;descricao11527
produto_cantina11528;32.29;43;8;descricao11528
produto_cantina11529;8.13;16;4;descricao11529
produto_cantina11530;37.5;9;7;descricao11530
produto_cantina11531;35.52;46;6;descricao11531
produto_cantina11532;22.24;1;6;descricao11532
produto_cantina11533;5.74;10;9;descricao11533
produto_cantina11534;45.86;31;2;descricao11534
produto_cantina11535;7.25;17;16;descricao11535
produto_cantina11536;18.59;42;3;descricao11536
produto_cantina11537;36.9;5;5;descricao11537
produto_cantina11538;18.8;12;12;descricao11538
produto_cantina11539;14.54;40;3;descricao11539
produto_cantina11540;43.41;45;10;descricao11540
produto_cantina11541;22.95;10;2;descricao11541
produto_cantina11542;18.06;37;9;descricao11542
produto_cantina11543;11.4;9;20;descricao11543
produto_cantina11544;15.69;39;10;descricao11544
produto_cantina11545;9.93;36;3;descricao11545
produto_cantina11546;16.26;35;16;descricao11546
produto_cantina11547;20.05;11;8;descricao11547
produto_cantina11548;45.63;35;16;descricao11548
produto_cantina11549;18.04;32;16;descricao11549
produto_cantina11550;6.4;21;16;descricao11550
produto_cantina11551;3.02;24;19;descricao11551
produto_cantina11552;6.22;5;8;descricao11552
produto_cantina11553;38.16;44;11;descricao11553
produto_cantina11554;18.14;32;13;descricao11554
produto_cantina11555;28.8;10;16;descricao11555
produto_cantina11556;8.08;35;20;descricao11556
produto_cantina11557;8.97;37;15;descricao11557
produto_cantina11558;11.44;28;16;descricao11558
produto_cantina11559;37.2;19;18;descricao11559
produto_cantina11560;49.23;20;14;descricao11560
produto_cantina11561;22.15;12;11;descricao11561
produto_cantina11562;41.05;6;18;descricao11562
produto_cantina11563;10.3;41;17;descricao11563
produto_cantina11564;12.58;36;1;descricao11564
produto_cantina11565;10.36;42;5;descricao11565
produto_cantina11566;3.78;42;3;descricao11566
produto_cantina11567;25.11;4;11;descricao11567
produto_cantina11568;42.51;36;19;descricao11568
produto_cantina11569;41.91;45;11;descricao11569
produto_cantina11570;27.37;40;5;descricao11570
produto_cantina11571;10.65;30;15;descricao11571
produto_cantina11572;42.78;47;3;descricao11572
produto_cantina11573;41.54;28;5;descricao11573
produto_cantina11574;12.49;2;13;descricao11574
produto_cantina11575;15.79;35;6;descricao11575
produto_cantina11576;35.2;49;11;descricao11576
produto_cantina11577;31.24;48;8;descricao11577
produto_cantina11578;34.77;8;11;descricao11578
produto_cantina11579;10.21;46;16;descricao11579
produto_cantina11580;6.08;17;13;descricao11580
produto_cantina11581;31.53;31;5;descricao11581
produto_cantina11582;13.27;18;3;descricao11582
produto_cantina11583;43.64;19;5;descricao11583
produto_cantina11584;14.2;29;11;descricao11584
produto_cantina11585;27.49;31;17;descricao11585
produto_cantina11586;44.18;6;18;descricao11586
produto_cantina11587;7.2;34;17;descricao11587
produto_cantina11588;12.71;25;2;descricao11588
produto_cantina11589;49.24;4;7;descricao11589
produto_cantina11590;42.67;38;15;descricao11590
produto_cantina11591;24.68;31;19;descricao11591
produto_cantina11592;46.67;38;15;descricao11592
produto_cantina11593;8.66;18;3;descricao11593
produto_cantina11594;10.37;15;10;descricao11594
produto_cantina11595;29.76;35;14;descricao11595
produto_cantina11596;21.9;3;14;descricao11596
produto_cantina11597;41.75;44;11;descricao11597
produto_cantina11598;2.17;12;6;descricao11598
produto_cantina11599;47.39;13;13;descricao11599
produto_cantina11600;26.18;41;7;descricao11600
produto_cantina11601;9.56;27;16;descricao11601
produto_cantina11602;49.54;49;9;descricao11602
produto_cantina11603;11.81;20;3;descricao11603
produto_cantina11604;27.32;34;19;descricao11604
produto_cantina11605;15.97;6;6;descricao11605
produto_cantina11606;34.61;36;18;descricao11606
produto_cantina11607;19.17;30;20;descricao11607
produto_cantina11608;35.61;46;9;descricao11608
produto_cantina11609;3.76;34;3;descricao11609
produto_cantina11610;47.74;49;17;descricao11610
produto_cantina11611;17.11;45;20;descricao11611
produto_cantina11612;19.89;30;16;descricao11612
produto_cantina11613;19.84;17;12;descricao11613
produto_cantina11614;31.22;41;14;descricao11614
produto_cantina11615;40.95;13;15;descricao11615
produto_cantina11616;17.31;17;4;descricao11616
produto_cantina11617;9.94;27;8;descricao11617
produto_cantina11618;47.03;19;8;descricao11618
produto_cantina11619;23.62;34;3;descricao11619
produto_cantina11620;14.86;18;9;descricao11620
produto_cantina11621;10.34;34;12;descricao11621
produto_cantina11622;45.16;4;12;descricao11622
produto_cantina11623;3.12;6;7;descricao11623
produto_cantina11624;7.06;39;4;descricao11624
produto_cantina11625;26.75;5;19;descricao11625
produto_cantina11626;16.13;34;17;descricao11626
produto_cantina11627;49.74;34;6;descricao11627
produto_cantina11628;33.07;4;9;descricao11628
produto_cantina11629;6.29;48;4;descricao11629
produto_cantina11630;22.78;35;4;descricao11630
produto_cantina11631;44.38;30;3;descricao11631
produto_cantina11632;11.98;24;4;descricao11632
produto_cantina11633;13.86;24;4;descricao11633
produto_cantina11634;13.64;18;11;descricao11634
produto_cantina11635;48.51;13;7;descricao11635
produto_cantina11636;34.49;36;18;descricao11636
produto_cantina11637;48.18;25;3;descricao11637
produto_cantina11638;5.84;1;18;descricao11638
produto_cantina11639;2.85;17;20;descricao11639
produto_cantina11640;28.2;33;12;descricao11640
produto_cantina11641;15.54;8;1;descricao11641
produto_cantina11642;25.96;6;14;descricao11642
produto_cantina11643;7.88;42;6;descricao11643
produto_cantina11644;47.59;22;17;descricao11644
produto_cantina11645;9.82;49;15;descricao11645
produto_cantina11646;31.6;7;11;descricao11646
produto_cantina11647;17.63;19;16;descricao11647
produto_cantina11648;5.69;46;20;descricao11648
produto_cantina11649;23.25;21;12;descricao11649
produto_cantina11650;18.11;50;20;descricao11650
produto_cantina11651;35.12;42;2;descricao11651
produto_cantina11652;7.13;31;10;descricao11652
produto_cantina11653;29.13;37;3;descricao11653
produto_cantina11654;34.53;13;5;descricao11654
produto_cantina11655;6.72;7;13;descricao11655
produto_cantina11656;47.29;39;4;descricao11656
produto_cantina11657;27.12;8;8;descricao11657
produto_cantina11658;24.27;21;19;descricao11658
produto_cantina11659;20.44;21;13;descricao11659
produto_cantina11660;5.77;48;16;descricao11660
produto_cantina11661;13.88;38;8;descricao11661
produto_cantina11662;37.97;25;4;descricao11662
produto_cantina11663;3.57;2;19;descricao11663
produto_cantina11664;6.03;36;15;descricao11664
produto_cantina11665;42.15;26;1;descricao11665
produto_cantina11666;11.61;18;10;descricao11666
produto_cantina11667;5.84;34;19;descricao11667
produto_cantina11668;11.19;9;16;descricao11668
produto_cantina11669;7.01;47;12;descricao11669
produto_cantina11670;45.17;28;5;descricao11670
produto_cantina11671;49.37;8;2;descricao11671
produto_cantina11672;16.86;21;5;descricao11672
produto_cantina11673;5.46;42;10;descricao11673
produto_cantina11674;16.9;1;16;descricao11674
produto_cantina11675;18.91;38;17;descricao11675
produto_cantina11676;37.27;19;3;descricao11676
produto_cantina11677;7.37;34;7;descricao11677
produto_cantina11678;7.79;4;16;descricao11678
produto_cantina11679;37.34;17;11;descricao11679
produto_cantina11680;30.59;36;16;descricao11680
produto_cantina11681;9.42;44;12;descricao11681
produto_cantina11682;38.41;42;10;descricao11682
produto_cantina11683;14.87;37;16;descricao11683
produto_cantina11684;49.87;13;4;descricao11684
produto_cantina11685;46.94;16;1;descricao11685
produto_cantina11686;14.06;7;15;descricao11686
produto_cantina11687;43.54;38;13;descricao11687
produto_cantina11688;31.6;3;2;descricao11688
produto_cantina11689;14.66;20;4;descricao11689
produto_cantina11690;38.7;30;20;descricao11690
produto_cantina11691;2.06;11;13;descricao11691
produto_cantina11692;30.62;33;4;descricao11692
produto_cantina11693;36.24;46;7;descricao11693
produto_cantina11694;12.07;45;8;descricao11694
produto_cantina11695;8.71;44;8;descricao11695
produto_cantina11696;5.0;5;3;descricao11696
produto_cantina11697;37.49;44;14;descricao11697
produto_cantina11698;13.93;41;12;descricao11698
produto_cantina11699;31.18;44;14;descricao11699
produto_cantina11700;9.97;50;15;descricao11700
produto_cantina11701;10.47;16;1;descricao11701
produto_cantina11702;48.39;40;5;descricao11702
produto_cantina11703;2.1;49;4;descricao11703
produto_cantina11704;26.3;11;13;descricao11704
produto_cantina11705;10.49;37;19;descricao11705
produto_cantina11706;7.46;23;20;descricao11706
produto_cantina11707;16.36;29;7;descricao11707
produto_cantina11708;30.94;13;20;descricao11708
produto_cantina11709;12.87;33;3;descricao11709
produto_cantina11710;32.23;4;6;descricao11710
produto_cantina11711;20.37;15;3;descricao11711
produto_cantina11712;41.71;39;17;descricao11712
produto_cantina11713;21.69;8;19;descricao11713
produto_cantina11714;18.6;16;20;descricao11714
produto_cantina11715;16.36;31;12;descricao11715
produto_cantina11716;13.71;46;7;descricao11716
produto_cantina11717;9.13;11;8;descricao11717
produto_cantina11718;17.66;5;18;descricao11718
produto_cantina11719;20.17;20;9;descricao11719
produto_cantina11720;9.02;23;3;descricao11720
produto_cantina11721;29.87;28;4;descricao11721
produto_cantina11722;40.49;42;18;descricao11722
produto_cantina11723;44.5;14;7;descricao11723
produto_cantina11724;41.61;22;15;descricao11724
produto_cantina11725;18.58;34;8;descricao11725
produto_cantina11726;4.79;42;6;descricao11726
produto_cantina11727;22.7;7;4;descricao11727
produto_cantina11728;39.28;18;3;descricao11728
produto_cantina11729;42.98;6;3;descricao11729
produto_cantina11730;15.01;44;19;descricao11730
produto_cantina11731;6.14;4;3;descricao11731
produto_cantina11732;12.82;7;10;descricao11732
produto_cantina11733;3.14;13;19;descricao11733
produto_cantina11734;18.56;40;4;descricao11734
produto_cantina11735;40.71;16;8;descricao11735
produto_cantina11736;44.15;50;5;descricao11736
produto_cantina11737;8.99;6;1;descricao11737
produto_cantina11738;23.12;20;8;descricao11738
produto_cantina11739;19.99;11;2;descricao11739
produto_cantina11740;11.31;12;10;descricao11740
produto_cantina11741;27.44;47;15;descricao11741
produto_cantina11742;40.45;48;12;descricao11742
produto_cantina11743;34.15;24;1;descricao11743
produto_cantina11744;30.26;9;7;descricao11744
produto_cantina11745;45.89;18;4;descricao11745
produto_cantina11746;29.28;46;17;descricao11746
produto_cantina11747;11.42;41;6;descricao11747
produto_cantina11748;40.69;25;12;descricao11748
produto_cantina11749;19.72;30;19;descricao11749
produto_cantina11750;31.08;27;15;descricao11750
produto_cantina11751;12.2;15;5;descricao11751
produto_cantina11752;29.34;50;13;descricao11752
produto_cantina11753;20.03;27;2;descricao11753
produto_cantina11754;48.11;7;9;descricao11754
produto_cantina11755;27.15;6;5;descricao11755
produto_cantina11756;28.79;13;12;descricao11756
produto_cantina11757;9.94;30;13;descricao11757
produto_cantina11758;22.89;50;19;descricao11758
produto_cantina11759;27.4;35;19;descricao11759
produto_cantina11760;48.15;1;11;descricao11760
produto_cantina11761;4.56;14;15;descricao11761
produto_cantina11762;8.53;43;15;descricao11762
produto_cantina11763;31.03;19;16;descricao11763
produto_cantina11764;9.32;5;15;descricao11764
produto_cantina11765;13.37;1;12;descricao11765
produto_cantina11766;37.8;34;8;descricao11766
produto_cantina11767;5.13;24;3;descricao11767
produto_cantina11768;49.97;45;4;descricao11768
produto_cantina11769;2.32;8;19;descricao11769
produto_cantina11770;15.18;27;10;descricao11770
produto_cantina11771;15.94;2;9;descricao11771
produto_cantina11772;10.04;34;12;descricao11772
produto_cantina11773;11.48;17;5;descricao11773
produto_cantina11774;31.76;24;18;descricao11774
produto_cantina11775;13.82;47;14;descricao11775
produto_cantina11776;21.93;5;9;descricao11776
produto_cantina11777;9.55;14;8;descricao11777
produto_cantina11778;31.85;23;9;descricao11778
produto_cantina11779;3.99;23;2;descricao11779
produto_cantina11780;33.82;3;7;descricao11780
produto_cantina11781;21.61;21;9;descricao11781
produto_cantina11782;8.59;38;17;descricao11782
produto_cantina11783;49.44;6;12;descricao11783
produto_cantina11784;35.29;19;18;descricao11784
produto_cantina11785;24.72;39;7;descricao11785
produto_cantina11786;27.53;21;14;descricao11786
produto_cantina11787;24.19;34;16;descricao11787
produto_cantina11788;26.08;26;9;descricao11788
produto_cantina11789;36.1;26;7;descricao11789
produto_cantina11790;15.61;22;8;descricao11790
produto_cantina11791;6.12;27;2;descricao11791
produto_cantina11792;49.51;19;9;descricao11792
produto_cantina11793;43.5;38;1;descricao11793
produto_cantina11794;21.12;9;8;descricao11794
produto_cantina11795;9.07;31;20;descricao11795
produto_cantina11796;17.07;42;20;descricao11796
produto_cantina11797;25.97;30;17;descricao11797
produto_cantina11798;5.59;41;5;descricao11798
produto_cantina11799;30.94;39;20;descricao11799
produto_cantina11800;19.71;23;1;descricao11800
produto_cantina11801;4.97;41;15;descricao11801
produto_cantina11802;30.76;19;6;descricao11802
produto_cantina11803;47.62;7;6;descricao11803
produto_cantina11804;16.4;35;9;descricao11804
produto_cantina11805;17.66;31;6;descricao11805
produto_cantina11806;25.37;19;14;descricao11806
produto_cantina11807;46.18;28;10;descricao11807
produto_cantina11808;29.01;49;13;descricao11808
produto_cantina11809;13.67;50;18;descricao11809
produto_cantina11810;33.82;41;7;descricao11810
produto_cantina11811;28.35;16;10;descricao11811
produto_cantina11812;39.45;47;18;descricao11812
produto_cantina11813;32.54;10;6;descricao11813
produto_cantina11814;40.59;4;16;descricao11814
produto_cantina11815;36.15;49;12;descricao11815
produto_cantina11816;14.02;41;14;descricao11816
produto_cantina11817;16.13;13;19;descricao11817
produto_cantina11818;37.73;13;2;descricao11818
produto_cantina11819;42.0;20;19;descricao11819
produto_cantina11820;40.77;29;9;descricao11820
produto_cantina11821;32.03;13;9;descricao11821
produto_cantina11822;29.16;5;12;descricao11822
produto_cantina11823;20.47;14;18;descricao11823
produto_cantina11824;20.05;50;14;descricao11824
produto_cantina11825;3.93;49;6;descricao11825
produto_cantina11826;16.81;8;16;descricao11826
produto_cantina11827;22.94;46;15;descricao11827
produto_cantina11828;36.39;42;5;descricao11828
produto_cantina11829;16.92;35;20;descricao11829
produto_cantina11830;47.41;5;12;descricao11830
produto_cantina11831;18.33;5;17;descricao11831
produto_cantina11832;8.61;37;1;descricao11832
produto_cantina11833;47.8;5;10;descricao11833
produto_cantina11834;49.21;42;10;descricao11834
produto_cantina11835;5.71;50;17;descricao11835
produto_cantina11836;13.46;23;16;descricao11836
produto_cantina11837;14.62;2;18;descricao11837
produto_cantina11838;37.25;40;5;descricao11838
produto_cantina11839;38.79;6;20;descricao11839
produto_cantina11840;11.0;23;17;descricao11840
produto_cantina11841;46.37;48;16;descricao11841
produto_cantina11842;10.71;41;19;descricao11842
produto_cantina11843;10.8;30;16;descricao11843
produto_cantina11844;43.51;17;10;descricao11844
produto_cantina11845;13.53;7;1;descricao11845
produto_cantina11846;22.5;38;9;descricao11846
produto_cantina11847;18.72;48;12;descricao11847
produto_cantina11848;16.27;23;17;descricao11848
produto_cantina11849;37.91;2;11;descricao11849
produto_cantina11850;37.88;33;16;descricao11850
produto_cantina11851;35.03;4;3;descricao11851
produto_cantina11852;4.48;24;4;descricao11852
produto_cantina11853;21.88;13;15;descricao11853
produto_cantina11854;10.42;45;17;descricao11854
produto_cantina11855;41.78;33;9;descricao11855
produto_cantina11856;4.84;24;1;descricao11856
produto_cantina11857;29.3;43;9;descricao11857
produto_cantina11858;31.96;45;6;descricao11858
produto_cantina11859;10.63;33;15;descricao11859
produto_cantina11860;30.06;16;19;descricao11860
produto_cantina11861;15.05;46;3;descricao11861
produto_cantina11862;33.65;43;14;descricao11862
produto_cantina11863;41.3;20;12;descricao11863
produto_cantina11864;12.48;35;19;descricao11864
produto_cantina11865;11.76;31;15;descricao11865
produto_cantina11866;39.03;42;14;descricao11866
produto_cantina11867;2.09;18;1;descricao11867
produto_cantina11868;28.81;37;6;descricao11868
produto_cantina11869;41.61;27;1;descricao11869
produto_cantina11870;46.68;50;2;descricao11870
produto_cantina11871;43.2;37;16;descricao11871
produto_cantina11872;28.87;42;16;descricao11872
produto_cantina11873;29.25;24;13;descricao11873
produto_cantina11874;13.2;3;19;descricao11874
produto_cantina11875;24.72;19;14;descricao11875
produto_cantina11876;26.28;4;5;descricao11876
produto_cantina11877;37.57;18;6;descricao11877
produto_cantina11878;45.56;9;5;descricao11878
produto_cantina11879;44.53;5;6;descricao11879
produto_cantina11880;5.16;8;17;descricao11880
produto_cantina11881;32.72;7;14;descricao11881
produto_cantina11882;44.49;14;7;descricao11882
produto_cantina11883;35.26;4;20;descricao11883
produto_cantina11884;10.71;6;18;descricao11884
produto_cantina11885;34.07;18;14;descricao11885
produto_cantina11886;24.77;36;13;descricao11886
produto_cantina11887;33.05;31;6;descricao11887
produto_cantina11888;40.04;1;20;descricao11888
produto_cantina11889;5.13;16;20;descricao11889
produto_cantina11890;35.78;15;19;descricao11890
produto_cantina11891;5.72;8;7;descricao11891
produto_cantina11892;31.98;3;2;descricao11892
produto_cantina11893;10.13;27;19;descricao11893
produto_cantina11894;21.98;35;11;descricao11894
produto_cantina11895;37.91;2;1;descricao11895
produto_cantina11896;37.45;22;17;descricao11896
produto_cantina11897;30.69;23;9;descricao11897
produto_cantina11898;18.79;43;19;descricao11898
produto_cantina11899;12.05;14;19;descricao11899
produto_cantina11900;33.15;21;7;descricao11900
produto_cantina11901;17.51;44;17;descricao11901
produto_cantina11902;4.34;35;4;descricao11902
produto_cantina11903;23.99;42;17;descricao11903
produto_cantina11904;11.79;4;10;descricao11904
produto_cantina11905;5.77;35;10;descricao11905
produto_cantina11906;45.66;40;7;descricao11906
produto_cantina11907;3.92;6;5;descricao11907
produto_cantina11908;24.9;50;10;descricao11908
produto_cantina11909;36.15;26;16;descricao11909
produto_cantina11910;36.49;44;7;descricao11910
produto_cantina11911;9.71;33;1;descricao11911
produto_cantina11912;17.07;28;17;descricao11912
produto_cantina11913;14.19;42;7;descricao11913
produto_cantina11914;6.45;40;13;descricao11914
produto_cantina11915;7.51;13;17;descricao11915
produto_cantina11916;29.65;37;19;descricao11916
produto_cantina11917;36.75;8;4;descricao11917
produto_cantina11918;8.27;5;10;descricao11918
produto_cantina11919;46.38;3;18;descricao11919
produto_cantina11920;48.11;15;1;descricao11920
produto_cantina11921;9.83;45;20;descricao11921
produto_cantina11922;7.96;32;3;descricao11922
produto_cantina11923;29.65;32;15;descricao11923
produto_cantina11924;17.33;1;8;descricao11924
produto_cantina11925;39.61;28;1;descricao11925
produto_cantina11926;38.96;36;13;descricao11926
produto_cantina11927;19.1;35;1;descricao11927
produto_cantina11928;13.45;16;7;descricao11928
produto_cantina11929;8.72;12;17;descricao11929
produto_cantina11930;35.88;19;16;descricao11930
produto_cantina11931;22.04;9;19;descricao11931
produto_cantina11932;14.63;40;9;descricao11932
produto_cantina11933;27.27;4;13;descricao11933
produto_cantina11934;21.34;30;4;descricao11934
produto_cantina11935;26.15;43;14;descricao11935
produto_cantina11936;10.8;18;14;descricao11936
produto_cantina11937;11.06;3;15;descricao11937
produto_cantina11938;32.04;14;12;descricao11938
produto_cantina11939;5.24;4;16;descricao11939
produto_cantina11940;27.62;50;6;descricao11940
produto_cantina11941;23.88;23;1;descricao11941
produto_cantina11942;44.45;47;17;descricao11942
produto_cantina11943;2.34;43;2;descricao11943
produto_cantina11944;34.67;28;14;descricao11944
produto_cantina11945;32.05;12;3;descricao11945
produto_cantina11946;14.46;32;9;descricao11946
produto_cantina11947;38.68;16;2;descricao11947
produto_cantina11948;7.83;2;5;descricao11948
produto_cantina11949;4.54;12;13;descricao11949
produto_cantina11950;40.06;43;14;descricao11950
produto_cantina11951;29.52;16;17;descricao11951
produto_cantina11952;17.56;30;18;descricao11952
produto_cantina11953;42.46;50;7;descricao11953
produto_cantina11954;46.98;45;5;descricao11954
produto_cantina11955;27.37;14;20;descricao11955
produto_cantina11956;40.19;25;12;descricao11956
produto_cantina11957;40.89;33;4;descricao11957
produto_cantina11958;12.06;6;1;descricao11958
produto_cantina11959;39.2;32;1;descricao11959
produto_cantina11960;27.38;47;6;descricao11960
produto_cantina11961;4.14;50;11;descricao11961
produto_cantina11962;8.08;19;5;descricao11962
produto_cantina11963;26.52;37;9;descricao11963
produto_cantina11964;23.74;25;13;descricao11964
produto_cantina11965;4.57;44;11;descricao11965
produto_cantina11966;36.76;19;1;descricao11966
produto_cantina11967;12.05;2;9;descricao11967
produto_cantina11968;34.01;46;9;descricao11968
produto_cantina11969;32.75;29;10;descricao11969
produto_cantina11970;31.88;35;8;descricao11970
produto_cantina11971;45.27;39;5;descricao11971
produto_cantina11972;39.94;21;10;descricao11972
produto_cantina11973;46.83;23;5;descricao11973
produto_cantina11974;31.6;45;19;descricao11974
produto_cantina11975;29.36;47;9;descricao11975
produto_cantina11976;5.57;5;4;descricao11976
produto_cantina11977;17.13;24;18;descricao11977
produto_cantina11978;27.85;20;3;descricao11978
produto_cantina11979;14.72;15;20;descricao11979
produto_cantina11980;41.29;17;8;descricao11980
produto_cantina11981;42.45;31;16;descricao11981
produto_cantina11982;27.92;38;12;descricao11982
produto_cantina11983;43.48;16;7;descricao11983
produto_cantina11984;4.37;6;13;descricao11984
produto_cantina11985;49.43;36;7;descricao11985
produto_cantina11986;32.78;5;9;descricao11986
produto_cantina11987;42.59;50;12;descricao11987
produto_cantina11988;35.29;42;13;descricao11988
produto_cantina11989;39.32;29;9;descricao11989
produto_cantina11990;26.52;40;4;descricao11990
produto_cantina11991;28.04;12;19;descricao11991
produto_cantina11992;46.28;26;1;descricao11992
produto_cantina11993;32.12;6;19;descricao11993
produto_cantina11994;37.21;33;18;descricao11994
produto_cantina11995;24.74;28;3;descricao11995
produto_cantina11996;9.25;21;5;descricao11996
produto_cantina11997;26.59;48;20;descricao11997
produto_cantina11998;20.72;38;16;descricao11998
produto_cantina11999;15.2;25;18;descricao11999
produto_cantina12000;13.8;47;4;descricao12000
produto_cantina12001;6.93;28;6;descricao12001
produto_cantina12002;35.89;12;1;descricao12002
produto_cantina12003;26.76;38;17;descricao12003
produto_cantina12004;34.71;3;8;descricao12004
produto_cantina12005;46.56;2;8;descricao12005
produto_cantina12006;24.77;19;16;descricao12006
produto_cantina12007;15.13;41;6;descricao12007
produto_cantina12008;42.19;9;17;descricao12008
produto_cantina12009;37.37;18;20;descricao12009
produto_cantina12010;41.57;15;19;descricao12010
produto_cantina12011;35.12;5;2;descricao12011
produto_cantina12012;13.04;48;19;descricao12012
produto_cantina12013;21.12;20;15;descricao12013
produto_cantina12014;33.14;28;13;descricao12014
produto_cantina12015;44.12;13;16;descricao12015
produto_cantina12016;2.78;21;13;descricao12016
produto_cantina12017;12.48;39;2;descricao12017
produto_cantina12018;11.14;25;20;descricao12018
produto_cantina12019;30.8;17;12;descricao12019
produto_cantina12020;8.69;41;8;descricao12020
produto_cantina12021;14.13;50;2;descricao12021
produto_cantina12022;31.84;37;14;descricao12022
produto_cantina12023;13.35;46;18;descricao12023
produto_cantina12024;46.94;26;19;descricao12024
produto_cantina12025;11.49;13;11;descricao12025
produto_cantina12026;32.04;29;10;descricao12026
produto_cantina12027;19.48;8;13;descricao12027
produto_cantina12028;5.12;39;16;descricao12028
produto_cantina12029;30.89;15;9;descricao12029
produto_cantina12030;24.56;8;5;descricao12030
produto_cantina12031;3.22;12;17;descricao12031
produto_cantina12032;35.41;19;6;descricao12032
produto_cantina12033;43.23;45;5;descricao12033
produto_cantina12034;35.85;11;7;descricao12034
produto_cantina12035;33.84;41;2;descricao12035
produto_cantina12036;18.32;46;9;descricao12036
produto_cantina12037;16.79;44;4;descricao12037
produto_cantina12038;22.81;35;20;descricao12038
produto_cantina12039;11.75;49;17;descricao12039
produto_cantina12040;12.19;23;16;descricao12040
produto_cantina12041;47.63;48;13;descricao12041
produto_cantina12042;31.39;43;10;descricao12042
produto_cantina12043;31.16;13;3;descricao12043
produto_cantina12044;24.46;24;3;descricao12044
produto_cantina12045;13.95;28;11;descricao12045
produto_cantina12046;19.15;22;14;descricao12046
produto_cantina12047;7.2;30;10;descricao12047
produto_cantina12048;29.3;34;19;descricao12048
produto_cantina12049;47.9;6;18;descricao12049
produto_cantina12050;9.27;27;10;descricao12050
produto_cantina12051;12.66;1;1;descricao12051
produto_cantina12052;43.17;36;16;descricao12052
produto_cantina12053;35.96;19;4;descricao12053
produto_cantina12054;3.72;14;13;descricao12054
produto_cantina12055;48.08;4;8;descricao12055
produto_cantina12056;14.28;5;1;descricao12056
produto_cantina12057;44.14;15;6;descricao12057
produto_cantina12058;46.75;22;14;descricao12058
produto_cantina12059;43.8;32;8;descricao12059
produto_cantina12060;47.49;21;17;descricao12060
produto_cantina12061;41.23;13;19;descricao12061
produto_cantina12062;41.51;39;2;descricao12062
produto_cantina12063;33.98;34;3;descricao12063
produto_cantina12064;45.53;13;7;descricao12064
produto_cantina12065;3.52;40;2;descricao12065
produto_cantina12066;39.45;46;5;descricao12066
produto_cantina12067;38.53;29;8;descricao12067
produto_cantina12068;27.99;6;18;descricao12068
produto_cantina12069;30.68;2;1;descricao12069
produto_cantina12070;36.42;20;2;descricao12070
produto_cantina12071;9.95;49;13;descricao12071
produto_cantina12072;14.33;15;14;descricao12072
produto_cantina12073;40.55;9;4;descricao12073
produto_cantina12074;29.76;1;9;descricao12074
produto_cantina12075;20.39;15;17;descricao12075
produto_cantina12076;14.1;5;16;descricao12076
produto_cantina12077;43.73;29;3;descricao12077
produto_cantina12078;37.86;19;19;descricao12078
produto_cantina12079;19.81;40;17;descricao12079
produto_cantina12080;19.23;24;16;descricao12080
produto_cantina12081;36.19;38;2;descricao12081
produto_cantina12082;4.15;30;19;descricao12082
produto_cantina12083;16.44;28;18;descricao12083
produto_cantina12084;40.89;13;5;descricao12084
produto_cantina12085;43.67;35;16;descricao12085
produto_cantina12086;29.72;38;3;descricao12086
produto_cantina12087;38.01;5;18;descricao12087
produto_cantina12088;5.7;47;20;descricao12088
produto_cantina12089;27.04;6;1;descricao12089
produto_cantina12090;45.73;7;14;descricao12090
produto_cantina12091;30.53;11;18;descricao12091
produto_cantina12092;28.5;36;11;descricao12092
produto_cantina12093;37.59;29;7;descricao12093
produto_cantina12094;4.87;4;20;descricao12094
produto_cantina12095;43.08;31;11;descricao12095
produto_cantina12096;12.29;49;9;descricao12096
produto_cantina12097;31.73;19;14;descricao12097
produto_cantina12098;12.01;42;11;descricao12098
produto_cantina12099;42.92;3;8;descricao12099
