nome;valor_venda;quantidade;id_categoria
produto14385;3839.96;18;12
produto14386;3800.42;37;3
produto14387;928.49;23;14
produto14388;2977.02;28;19
produto14389;3389.39;10;12
produto14390;1869.38;40;13
produto14391;4802.72;17;20
produto14392;3748.8;24;13
produto14393;3868.75;8;3
produto14394;1579.43;14;11
produto14395;672.22;26;16
produto14396;3431.53;13;17
produto14397;843.59;3;12
produto14398;844.92;37;4
produto14399;2362.76;12;17
produto14400;1218.95;6;12
produto14401;657.99;26;20
produto14402;3773.86;36;19
produto14403;4334.93;44;11
produto14404;1426.62;14;7
produto14405;1214.28;7;13
produto14406;2312.81;33;5
produto14407;1611.15;34;18
produto14408;1394.24;34;5
produto14409;3477.22;46;2
produto14410;488.67;5;6
produto14411;1233.15;22;20
produto14412;2572.38;18;20
produto14413;727.25;16;5
produto14414;1810.3;7;11
produto14415;2202.8;19;1
produto14416;1501.25;44;14
produto14417;1475.94;36;8
produto14418;4460.2;42;18
produto14419;4375.05;19;13
produto14420;1445.43;25;3
produto14421;2198.0;33;6
produto14422;4065.66;35;7
produto14423;2076.03;15;16
produto14424;4728.62;4;20
produto14425;2041.01;40;14
produto14426;1148.48;33;17
produto14427;2479.8;40;19
produto14428;3025.31;24;1
produto14429;4690.46;22;8
produto14430;2302.11;18;1
produto14431;1680.42;18;8
produto14432;1287.8;13;15
produto14433;28.32;13;9
produto14434;3882.22;1;13
produto14435;638.33;42;10
produto14436;67.42;39;17
produto14437;2914.01;26;10
produto14438;1904.09;32;2
produto14439;2453.66;42;10
produto14440;2574.47;48;15
produto14441;4234.75;37;2
produto14442;295.72;31;7
produto14443;1098.44;32;3
produto14444;2473.44;15;12
produto14445;3069.25;10;13
produto14446;2394.06;7;7
produto14447;519.77;43;16
produto14448;3294.67;30;7
produto14449;724.35;21;10
produto14450;4256.06;26;2
produto14451;4611.46;3;13
produto14452;4375.25;48;8
produto14453;4619.35;23;4
produto14454;2787.88;38;5
produto14455;3973.65;43;7
produto14456;3758.0;32;8
produto14457;2379.32;46;1
produto14458;4904.0;6;8
produto14459;3912.61;18;10
produto14460;3609.58;20;15
produto14461;2353.74;13;4
produto14462;4853.66;21;11
produto14463;4076.1;35;5
produto14464;3905.3;5;3
produto14465;2377.62;45;3
produto14466;1799.42;41;9
produto14467;3193.56;6;7
produto14468;418.84;10;10
produto14469;1024.18;44;14
produto14470;3956.09;23;5
produto14471;1839.49;31;10
produto14472;4304.83;36;6
produto14473;3349.64;12;2
produto14474;3353.4;14;9
produto14475;1117.73;43;9
produto14476;21.92;43;2
produto14477;3163.32;48;10
produto14478;170.42;38;1
produto14479;4737.38;28;6
produto14480;531.34;11;14
produto14481;1169.89;22;10
produto14482;4917.65;21;7
produto14483;4117.44;37;7
produto14484;3556.93;49;8
produto14485;3799.15;18;10
produto14486;739.38;26;18
produto14487;4624.98;33;16
produto14488;4679.98;15;10
produto14489;1030.06;4;17
produto14490;3376.7;16;12
produto14491;231.44;6;6
produto14492;1832.9;50;4
produto14493;2905.67;11;1
produto14494;2287.55;38;15
produto14495;1950.99;16;3
produto14496;2690.35;32;18
produto14497;2084.99;10;15
produto14498;3822.98;15;12
produto14499;917.98;27;17
produto14500;2779.42;47;20
produto14501;793.14;1;8
produto14502;552.88;33;9
produto14503;2346.27;47;12
produto14504;1498.76;4;1
produto14505;3216.4;38;9
produto14506;4389.87;16;10
produto14507;1581.58;25;19
produto14508;3547.28;46;19
produto14509;2663.28;41;9
produto14510;2733.75;1;15
produto14511;3231.92;15;13
produto14512;3607.84;22;2
produto14513;795.58;4;20
produto14514;1250.46;13;19
produto14515;3150.27;38;20
produto14516;608.08;28;18
produto14517;1131.32;33;6
produto14518;3489.76;21;2
produto14519;2272.97;27;16
produto14520;4305.17;43;5
produto14521;751.84;48;15
produto14522;3400.92;36;10
produto14523;2234.59;34;9
produto14524;105.71;10;14
produto14525;1048.88;38;6
produto14526;4202.11;34;11
produto14527;4869.42;41;6
produto14528;3550.54;40;18
produto14529;1009.22;14;11
produto14530;4194.95;10;11
produto14531;4533.09;7;6
produto14532;163.52;38;15
produto14533;4833.71;18;12
produto14534;4582.24;43;5
produto14535;168.98;29;1
produto14536;872.78;5;14
produto14537;1486.65;18;9
produto14538;862.73;15;18
produto14539;4284.93;44;3
produto14540;4323.79;22;19
produto14541;2297.96;28;1
produto14542;1483.12;24;6
produto14543;3088.45;27;7
produto14544;4926.36;40;18
produto14545;3283.64;8;12
produto14546;885.84;50;15
produto14547;444.88;49;16
produto14548;4108.61;46;20
produto14549;2561.92;38;7
produto14550;3531.75;9;20
produto14551;3389.73;3;18
produto14552;1556.34;2;9
produto14553;640.29;20;1
produto14554;117.52;31;2
produto14555;4537.79;37;7
produto14556;1534.69;36;9
produto14557;3430.96;20;14
produto14558;681.5;45;4
produto14559;2648.13;14;11
produto14560;109.24;41;9
produto14561;2301.96;16;17
produto14562;3400.01;15;2
produto14563;4499.83;43;6
produto14564;3998.0;44;1
produto14565;2623.16;27;3
produto14566;1995.85;41;11
produto14567;517.46;12;10
produto14568;3274.72;48;6
produto14569;3236.76;39;8
produto14570;4803.72;46;14
produto14571;221.05;3;10
produto14572;1838.19;49;10
produto14573;3751.66;8;6
produto14574;1269.25;20;10
produto14575;1868.53;41;19
produto14576;2452.74;29;3
produto14577;2300.61;4;10
produto14578;466.72;41;12
produto14579;4520.16;17;12
produto14580;773.99;47;20
produto14581;1258.07;36;19
produto14582;1023.89;44;2
produto14583;2582.05;25;14
produto14584;2744.91;22;10
produto14585;2480.58;35;3
produto14586;459.22;21;4
produto14587;2713.87;5;11
produto14588;930.58;22;12
produto14589;2205.79;14;18
produto14590;880.93;20;10
produto14591;2046.95;16;18
produto14592;1166.37;18;2
produto14593;3983.79;17;3
produto14594;26.0;27;14
produto14595;3617.45;15;8
produto14596;571.34;48;9
produto14597;1172.58;30;5
produto14598;1249.49;22;3
produto14599;3099.91;3;19
produto14600;940.49;30;15
produto14601;4942.56;6;12
produto14602;1014.31;3;16
produto14603;3787.3;31;16
produto14604;1077.14;8;19
produto14605;2195.37;25;20
produto14606;4820.17;39;13
produto14607;3396.4;39;3
produto14608;4750.34;23;11
produto14609;3415.45;32;16
produto14610;3295.53;7;14
produto14611;1772.26;33;20
produto14612;2843.11;46;13
produto14613;1680.02;22;9
produto14614;2970.74;18;18
produto14615;3510.76;20;5
produto14616;1824.5;37;10
produto14617;3587.0;38;18
produto14618;3317.77;13;11
produto14619;914.3;33;17
produto14620;1394.75;45;20
produto14621;3383.2;12;9
produto14622;4835.56;44;19
produto14623;88.78;1;4
produto14624;1603.39;34;15
produto14625;1263.08;41;1
produto14626;2753.53;21;4
produto14627;4141.36;10;9
produto14628;2570.35;44;20
produto14629;2201.06;18;15
produto14630;2535.95;46;19
produto14631;4658.98;20;8
produto14632;561.3;49;9
produto14633;3068.32;38;14
produto14634;602.2;39;11
produto14635;2300.02;33;5
produto14636;1445.92;50;16
produto14637;382.01;1;12
produto14638;1814.15;38;12
produto14639;3022.33;7;12
produto14640;3150.77;7;5
produto14641;2172.65;48;9
produto14642;3264.39;50;20
produto14643;3451.7;1;13
produto14644;2857.57;32;1
produto14645;4589.58;8;20
produto14646;3627.17;23;3
produto14647;1254.56;40;3
produto14648;3799.3;43;1
produto14649;1895.19;9;4
produto14650;1110.39;49;17
produto14651;83.21;9;12
produto14652;2836.91;36;14
produto14653;2410.31;26;1
produto14654;3711.71;17;3
produto14655;220.68;25;18
produto14656;3636.18;17;12
produto14657;4190.2;43;4
produto14658;4261.04;49;18
produto14659;3031.22;17;16
produto14660;935.6;39;8
produto14661;654.62;19;7
produto14662;2778.67;26;9
produto14663;725.3;49;4
produto14664;569.42;50;1
produto14665;2378.43;36;6
produto14666;2675.28;50;20
produto14667;1870.16;12;13
produto14668;65.46;23;11
produto14669;1063.59;6;17
produto14670;4993.69;9;11
produto14671;4056.99;5;12
produto14672;1436.77;7;7
produto14673;4075.07;38;2
produto14674;2431.33;14;8
produto14675;2657.29;32;3
produto14676;2781.61;28;8
produto14677;2751.3;10;15
produto14678;2270.36;48;16
produto14679;3358.09;46;20
produto14680;3720.98;30;9
produto14681;398.7;34;7
produto14682;3899.18;22;15
produto14683;1019.63;12;9
produto14684;3452.52;2;18
produto14685;2607.41;47;7
produto14686;1345.26;32;10
produto14687;2100.59;6;20
produto14688;3662.15;7;11
produto14689;4108.4;11;16
produto14690;4183.47;27;6
produto14691;2091.15;10;7
produto14692;4195.62;8;13
produto14693;629.25;22;1
produto14694;109.86;46;12
produto14695;4219.57;42;19
produto14696;127.56;48;7
produto14697;2875.45;18;17
produto14698;4603.18;33;14
produto14699;1853.98;27;14
produto14700;4104.51;5;6
produto14701;3840.52;29;19
produto14702;2155.95;32;9
produto14703;1619.29;26;3
produto14704;4742.56;22;15
produto14705;1660.25;18;6
produto14706;4474.9;14;19
produto14707;3977.78;13;13
produto14708;118.61;23;9
produto14709;4466.26;9;12
produto14710;4439.59;43;2
produto14711;568.17;42;2
produto14712;1860.21;41;19
produto14713;2448.94;32;9
produto14714;3618.46;49;5
produto14715;4930.0;28;20
produto14716;2658.81;47;20
produto14717;1082.02;2;10
produto14718;2976.92;3;10
produto14719;3360.76;27;1
produto14720;278.39;11;4
produto14721;2244.32;44;15
produto14722;536.04;27;10
produto14723;1377.78;1;4
produto14724;4704.99;5;4
produto14725;3022.3;48;15
produto14726;4372.07;9;11
produto14727;3369.62;31;8
produto14728;581.48;4;19
produto14729;4984.81;1;15
produto14730;4649.52;3;19
produto14731;2366.88;4;9
produto14732;2048.94;46;19
produto14733;1404.06;27;8
produto14734;3647.39;23;17
produto14735;621.77;12;11
produto14736;2719.2;14;5
produto14737;3789.62;29;12
produto14738;1684.02;5;17
produto14739;3842.51;26;11
produto14740;4201.15;30;11
produto14741;3264.04;13;7
produto14742;684.5;12;14
produto14743;111.87;31;18
produto14744;58.13;22;8
produto14745;930.17;43;15
produto14746;282.15;11;11
produto14747;434.5;15;20
produto14748;1720.33;26;8
produto14749;1615.4;2;9
produto14750;3546.18;35;17
produto14751;3739.35;6;16
produto14752;2362.13;26;6
produto14753;2233.08;43;19
produto14754;1978.6;1;5
produto14755;655.19;35;5
produto14756;698.38;47;4
produto14757;4059.17;20;3
produto14758;3146.88;15;14
produto14759;534.82;34;14
produto14760;3483.34;50;20
produto14761;3539.16;48;18
produto14762;2124.62;43;9
produto14763;1614.52;50;6
produto14764;4608.83;33;15
produto14765;3015.51;36;20
produto14766;1420.87;22;7
produto14767;4395.23;23;9
produto14768;86.26;41;9
produto14769;283.21;14;8
produto14770;3122.64;41;18
produto14771;4247.25;30;5
produto14772;3444.49;29;1
produto14773;3262.79;35;12
produto14774;4765.18;18;16
produto14775;2717.06;48;10
produto14776;2005.45;13;2
produto14777;3767.83;43;6
produto14778;1369.58;8;15
produto14779;4334.1;5;8
produto14780;468.76;14;1
produto14781;4029.23;27;12
produto14782;1987.81;39;20
produto14783;645.61;26;11
produto14784;3604.05;12;8
produto14785;2298.86;8;7
produto14786;4396.49;30;15
produto14787;3009.0;4;15
produto14788;1690.14;11;18
produto14789;2587.09;44;4
produto14790;2269.23;10;12
produto14791;4431.7;37;13
produto14792;2868.72;7;10
produto14793;3896.72;7;15
produto14794;2395.39;38;9
produto14795;4660.57;10;10
produto14796;4544.79;38;6
produto14797;2516.9;48;5
produto14798;1124.22;12;9
produto14799;3152.07;4;10
produto14800;959.79;49;7
produto14801;304.33;12;13
produto14802;3136.01;28;2
produto14803;1094.01;35;19
produto14804;2328.18;14;10
produto14805;3544.76;34;18
produto14806;3270.16;3;4
produto14807;1670.61;27;2
produto14808;3930.3;40;7
produto14809;1479.02;36;20
produto14810;165.06;10;6
produto14811;2051.56;27;2
produto14812;3058.84;28;8
produto14813;2921.41;41;12
produto14814;3212.96;33;20
produto14815;3040.12;18;20
produto14816;4495.02;4;13
produto14817;855.35;32;7
produto14818;616.52;18;5
produto14819;1355.49;9;4
produto14820;4413.0;27;17
produto14821;887.26;32;7
produto14822;1493.08;10;18
produto14823;3061.06;23;17
produto14824;312.91;23;11
produto14825;4845.46;14;19
produto14826;4497.72;20;10
produto14827;2025.38;34;13
produto14828;986.81;38;2
produto14829;2657.74;32;2
produto14830;2861.25;16;9
produto14831;4283.95;8;11
produto14832;2383.34;1;14
produto14833;4255.03;20;2
produto14834;3489.33;33;15
produto14835;4945.32;46;6
produto14836;1201.77;11;9
produto14837;2322.39;32;1
produto14838;4091.06;40;13
produto14839;3455.35;42;2
produto14840;4647.3;30;19
produto14841;4748.27;50;13
produto14842;3135.08;22;10
produto14843;1475.41;28;11
produto14844;107.71;7;12
produto14845;4683.87;27;7
produto14846;1195.56;37;12
produto14847;3947.19;12;4
produto14848;1017.73;42;11
produto14849;323.83;31;13
produto14850;3239.62;49;17
produto14851;4593.89;50;8
produto14852;764.07;30;7
produto14853;3370.21;42;3
produto14854;1330.04;31;6
produto14855;1426.44;34;14
produto14856;4999.39;41;3
produto14857;2335.89;39;17
produto14858;3435.02;44;5
produto14859;1592.04;14;15
produto14860;3519.97;17;18
produto14861;437.98;23;17
produto14862;3106.86;9;12
produto14863;493.07;48;5
produto14864;2153.74;38;13
produto14865;3554.13;24;7
produto14866;1116.92;13;17
produto14867;3204.9;27;9
produto14868;4067.94;25;4
produto14869;3897.6;26;15
produto14870;3052.81;47;14
produto14871;4452.4;32;7
produto14872;4036.6;9;15
produto14873;1476.84;18;8
produto14874;2901.42;35;2
produto14875;169.65;30;1
produto14876;1310.48;28;13
produto14877;4489.12;33;8
produto14878;2411.16;30;6
produto14879;2127.95;39;11
produto14880;904.59;39;8
produto14881;1430.54;33;2
produto14882;4776.71;41;9
produto14883;924.5;3;18
produto14884;2211.0;13;11
produto14885;3652.29;20;6
produto14886;2743.0;48;8
produto14887;1399.15;19;3
produto14888;1796.19;43;14
produto14889;2959.63;25;20
produto14890;3596.35;16;14
produto14891;1629.65;46;8
produto14892;77.07;29;17
produto14893;1396.85;43;6
produto14894;489.44;43;18
produto14895;3815.84;15;11
produto14896;4565.97;38;6
produto14897;396.0;44;3
produto14898;2148.58;6;2
produto14899;4251.71;3;16
produto14900;2628.71;29;20
produto14901;3598.73;25;7
produto14902;3116.11;13;15
produto14903;4007.56;14;13
produto14904;2532.28;5;2
produto14905;3049.72;1;7
produto14906;1845.79;16;6
produto14907;138.81;45;8
produto14908;3128.53;50;1
produto14909;3752.51;34;18
produto14910;3878.53;10;15
produto14911;97.52;1;16
produto14912;3499.17;11;3
produto14913;4401.89;19;5
produto14914;3460.46;9;13
produto14915;4762.82;39;18
produto14916;4373.6;4;7
produto14917;2486.25;1;13
produto14918;1616.47;33;9
produto14919;2259.99;42;19
produto14920;4739.91;32;5
produto14921;3808.64;32;9
produto14922;4058.54;44;3
produto14923;1822.79;20;17
produto14924;2370.94;19;20
produto14925;1676.63;13;1
produto14926;1949.7;36;17
produto14927;4059.14;4;15
produto14928;1952.11;3;20
produto14929;4840.1;22;3
produto14930;2036.88;26;12
produto14931;4485.38;17;1
produto14932;4782.44;48;10
produto14933;4115.37;5;16
produto14934;1170.41;21;10
produto14935;3495.47;44;6
produto14936;4502.66;22;13
produto14937;2816.84;29;11
produto14938;1025.18;50;8
produto14939;4130.55;38;5
produto14940;1281.74;38;12
produto14941;695.49;28;20
produto14942;307.73;26;15
produto14943;1749.63;41;14
produto14944;2634.73;17;18
produto14945;2528.35;31;15
produto14946;1942.45;49;3
produto14947;4132.32;4;10
produto14948;821.05;48;19
produto14949;1310.68;26;13
produto14950;1975.62;46;11
produto14951;4909.1;43;5
produto14952;675.54;44;19
produto14953;3011.75;27;4
produto14954;3083.92;24;12
produto14955;3980.6;47;4
produto14956;633.95;23;16
produto14957;4247.94;43;6
produto14958;1149.05;47;17
produto14959;3529.0;20;19
produto14960;734.69;10;4
produto14961;2113.38;11;4
produto14962;2358.29;17;12
produto14963;2030.03;16;15
produto14964;4240.99;21;14
produto14965;169.67;27;10
produto14966;4322.16;46;17
produto14967;2241.28;21;5
produto14968;721.29;49;7
produto14969;3043.52;1;4
produto14970;890.93;16;11
produto14971;448.06;10;7
produto14972;3664.93;5;18
produto14973;1460.76;20;3
produto14974;4515.0;43;1
produto14975;3916.78;10;4
produto14976;3278.24;48;15
produto14977;2801.34;42;20
produto14978;2528.48;14;7
produto14979;3379.21;40;18
produto14980;4809.17;46;11
produto14981;3358.6;17;18
produto14982;3398.25;33;3
produto14983;3557.51;22;16
produto14984;2540.58;18;7
produto14985;3520.39;14;12
produto14986;3572.18;17;1
produto14987;1364.04;40;8
produto14988;3283.64;46;18
produto14989;2402.7;42;8
produto14990;2293.45;44;7
produto14991;1190.18;41;7
produto14992;3518.59;37;4
produto14993;3972.42;34;5
produto14994;2389.28;45;7
produto14995;2094.61;47;14
produto14996;4650.36;39;19
produto14997;4459.87;4;17
produto14998;4257.95;4;18
produto14999;2764.97;47;1
produto15000;1927.69;42;13
produto15001;3324.2;45;4
produto15002;4819.44;23;3
produto15003;4033.06;40;9
produto15004;1862.38;17;4
produto15005;3439.45;10;4
produto15006;1408.63;16;11
produto15007;4481.34;11;13
produto15008;4082.97;49;4
produto15009;3989.42;18;3
produto15010;513.8;13;10
produto15011;1355.45;38;9
produto15012;4063.23;8;4
produto15013;3246.77;44;1
produto15014;4598.8;46;3
produto15015;894.35;11;14
produto15016;1414.17;30;20
produto15017;2312.75;46;18
produto15018;3039.08;3;7
produto15019;2095.98;14;19
produto15020;1010.69;16;7
produto15021;2573.93;47;8
produto15022;680.59;30;4
produto15023;2548.86;23;6
produto15024;625.13;8;10
produto15025;388.73;34;7
produto15026;138.07;11;14
produto15027;2735.87;50;10
produto15028;4387.29;1;8
produto15029;662.6;7;9
produto15030;2122.46;46;6
produto15031;869.34;28;4
produto15032;428.62;25;15
produto15033;813.89;31;4
produto15034;2365.82;3;8
produto15035;2845.37;39;12
produto15036;4444.66;4;11
produto15037;2638.92;3;16
produto15038;2973.84;24;5
produto15039;4038.8;38;18
produto15040;2459.59;20;18
produto15041;3433.81;4;5
produto15042;937.99;27;6
produto15043;2850.1;4;14
produto15044;717.81;36;19
produto15045;3354.22;41;20
produto15046;57.55;38;13
produto15047;4195.99;47;6
produto15048;3311.72;32;15
produto15049;2787.06;44;2
produto15050;2099.36;40;3
produto15051;3026.98;49;5
produto15052;4565.4;33;9
produto15053;1532.97;1;11
produto15054;3978.62;43;5
produto15055;1120.2;30;18
produto15056;4841.01;28;8
produto15057;4813.68;2;9
produto15058;3177.05;46;17
produto15059;1160.76;9;6
produto15060;1014.51;14;3
produto15061;1852.87;50;5
produto15062;1581.15;43;14
produto15063;1644.92;18;19
produto15064;562.65;8;5
produto15065;3534.57;13;19
produto15066;1478.53;19;10
produto15067;2358.84;24;4
produto15068;3420.1;3;2
produto15069;2409.6;44;3
produto15070;729.52;2;11
produto15071;1615.36;25;3
produto15072;1967.39;16;3
produto15073;4548.18;42;12
produto15074;3146.91;47;4
produto15075;4651.4;32;17
produto15076;4759.4;32;15
produto15077;4163.6;7;20
produto15078;1027.53;27;6
produto15079;2740.06;42;17
produto15080;293.04;19;10
produto15081;1519.64;12;12
produto15082;944.91;22;9
produto15083;1209.62;42;2
produto15084;434.7;40;16
produto15085;430.46;42;7
produto15086;134.93;48;17
produto15087;3186.73;27;7
produto15088;4882.76;13;18
produto15089;3146.47;9;15
produto15090;4273.5;49;7
produto15091;2305.81;1;15
produto15092;4252.01;9;5
produto15093;4861.23;45;20
produto15094;1793.95;37;1
produto15095;2238.57;3;18
produto15096;1785.64;3;19
produto15097;1294.62;43;6
produto15098;408.84;31;18
produto15099;1369.63;46;17
produto15100;2936.97;2;13
produto15101;603.6;35;16
produto15102;288.4;4;4
produto15103;3069.03;28;18
produto15104;1660.36;16;14
produto15105;1924.85;6;2
produto15106;3956.57;2;14
produto15107;2850.84;9;18
produto15108;718.97;24;6
produto15109;1769.61;37;11
produto15110;865.55;46;15
produto15111;2043.63;47;14
produto15112;3760.08;28;13
produto15113;2090.51;23;12
produto15114;2756.27;10;9
produto15115;4589.87;40;13
produto15116;4275.37;13;17
produto15117;2616.73;32;8
produto15118;2856.02;46;6
produto15119;3081.24;21;19
produto15120;2906.78;45;7
produto15121;3608.72;42;12
produto15122;4050.07;3;20
produto15123;4165.08;13;13
produto15124;2930.5;20;16
produto15125;3249.9;3;18
produto15126;3536.75;10;5
produto15127;1101.4;17;14
produto15128;2419.4;43;3
produto15129;1692.39;11;5
produto15130;3682.84;48;17
produto15131;1826.82;48;7
produto15132;261.74;36;11
produto15133;3864.89;11;19
produto15134;3617.98;13;16
produto15135;907.46;47;3
produto15136;1004.09;29;3
produto15137;3831.33;46;18
produto15138;1408.86;48;8
produto15139;4908.52;40;5
produto15140;3756.14;20;8
produto15141;63.86;20;7
produto15142;319.39;25;15
produto15143;3365.34;41;19
produto15144;3973.85;50;1
produto15145;303.65;7;20
produto15146;3190.99;25;7
produto15147;2749.9;25;8
produto15148;987.65;11;9
produto15149;3395.97;45;17
produto15150;4050.49;47;16
produto15151;337.08;6;18
produto15152;2613.11;3;11
produto15153;1349.63;44;18
produto15154;2025.08;24;4
produto15155;3062.1;13;5
produto15156;1917.29;12;1
produto15157;3637.65;13;17
produto15158;1836.69;35;11
produto15159;4922.36;47;15
produto15160;2079.48;35;15
produto15161;3129.27;50;17
produto15162;4497.59;27;1
produto15163;4453.6;41;8
produto15164;385.51;18;15
produto15165;337.01;15;20
produto15166;4846.35;10;11
produto15167;852.44;40;4
produto15168;1346.46;46;12
produto15169;4831.08;2;18
produto15170;717.92;46;15
produto15171;2244.24;18;15
produto15172;2689.64;3;5
produto15173;459.91;37;16
produto15174;2393.29;37;15
produto15175;900.55;47;10
produto15176;1756.48;19;8
produto15177;4405.3;36;6
produto15178;4566.78;2;8
produto15179;2416.47;15;8
produto15180;4089.71;31;4
produto15181;343.59;27;8
produto15182;3912.24;16;16
produto15183;196.87;28;9
produto15184;3800.63;19;20
produto15185;212.89;49;19
produto15186;191.28;14;3
produto15187;1368.86;42;5
produto15188;1830.1;29;19
produto15189;4556.57;35;18
produto15190;4762.48;15;12
produto15191;2928.1;47;11
produto15192;2996.79;17;20
produto15193;4449.92;2;10
produto15194;2850.85;1;9
produto15195;2351.12;49;11
produto15196;4335.71;32;4
produto15197;2648.17;23;11
produto15198;2270.28;30;16
produto15199;3447.55;33;19
produto15200;1443.57;17;2
produto15201;4752.94;25;14
produto15202;4000.42;45;7
produto15203;4860.42;47;3
produto15204;4543.37;9;13
produto15205;1839.16;30;5
produto15206;2452.38;14;1
produto15207;1771.6;35;9
produto15208;2632.57;30;17
produto15209;3893.83;47;19
produto15210;2569.37;19;12
produto15211;1754.61;45;9
produto15212;3679.0;27;13
produto15213;1405.05;37;4
produto15214;3554.29;42;1
produto15215;3348.49;45;20
produto15216;747.85;23;18
produto15217;3399.41;20;18
produto15218;1899.23;23;14
produto15219;3878.63;41;8
produto15220;2976.48;32;3
produto15221;958.02;20;4
produto15222;1203.4;24;5
produto15223;2386.74;22;14
produto15224;2832.6;37;6
produto15225;2809.62;8;10
produto15226;2031.66;2;12
produto15227;1742.85;5;15
produto15228;4864.44;18;7
produto15229;157.73;45;17
produto15230;398.06;46;18
produto15231;521.86;35;1
produto15232;2351.01;14;15
produto15233;405.41;35;18
produto15234;4106.85;3;13
produto15235;316.16;23;13
produto15236;3779.24;2;9
produto15237;3598.28;2;11
produto15238;3702.52;48;13
produto15239;2054.35;42;16
produto15240;3797.22;10;14
produto15241;4350.58;32;2
produto15242;3276.09;46;14
produto15243;4521.41;5;19
produto15244;3012.31;6;11
produto15245;1050.21;19;6
produto15246;3948.02;13;12
produto15247;4541.12;5;12
produto15248;3091.44;35;1
produto15249;932.38;10;17
produto15250;2841.66;26;2
produto15251;3741.93;35;15
produto15252;2140.14;10;1
produto15253;371.32;41;9
produto15254;1693.4;14;10
produto15255;3327.21;29;20
produto15256;3392.46;12;4
produto15257;230.34;35;6
produto15258;219.04;17;1
produto15259;4369.26;16;6
produto15260;2185.0;16;17
produto15261;2767.52;42;17
produto15262;4517.86;12;9
produto15263;4169.28;36;17
produto15264;2551.5;13;5
produto15265;4459.59;6;12
produto15266;1536.94;42;3
produto15267;821.6;37;10
produto15268;4397.98;1;6
produto15269;3870.3;4;19
produto15270;1057.88;32;16
produto15271;1849.55;44;15
produto15272;4666.57;9;13
produto15273;2450.52;8;6
produto15274;2493.83;18;17
produto15275;3269.42;38;18
produto15276;4675.14;41;11
produto15277;3623.16;44;12
produto15278;29.23;29;9
produto15279;1211.75;8;3
produto15280;3377.69;22;5
produto15281;974.76;32;3
produto15282;958.1;12;5
produto15283;47.23;46;6
produto15284;3085.44;28;1
produto15285;433.54;22;15
produto15286;4765.07;2;10
produto15287;2406.73;27;12
produto15288;1752.84;12;5
produto15289;3792.27;43;8
produto15290;2783.2;25;11
produto15291;2167.3;18;12
produto15292;4035.34;14;15
produto15293;4505.84;38;9
produto15294;3715.16;2;11
produto15295;2348.07;1;12
produto15296;3304.63;18;19
produto15297;1983.9;8;13
produto15298;4871.16;50;17
produto15299;4157.81;9;11
produto15300;3238.39;39;14
produto15301;2591.77;20;16
produto15302;2136.21;42;7
produto15303;1678.78;8;9
produto15304;4527.88;42;15
produto15305;309.76;19;16
produto15306;242.23;12;9
produto15307;2720.95;23;19
produto15308;4108.79;39;3
produto15309;2407.74;10;10
produto15310;731.53;28;12
produto15311;2386.34;27;9
produto15312;4398.01;49;10
produto15313;1649.67;31;7
produto15314;2030.16;7;4
produto15315;1873.13;38;4
produto15316;449.43;17;8
produto15317;191.68;49;2
produto15318;1218.92;2;7
produto15319;2925.11;43;13
produto15320;3513.24;19;5
produto15321;1175.39;2;4
produto15322;3207.06;34;2
produto15323;2675.41;31;1
produto15324;2186.07;47;4
produto15325;1496.17;1;1
produto15326;3325.88;43;17
produto15327;544.01;48;20
produto15328;4841.88;7;18
produto15329;3153.62;19;20
produto15330;77.39;10;15
produto15331;2951.55;39;11
produto15332;2285.96;50;16
produto15333;3941.78;31;4
produto15334;1708.85;2;1
produto15335;3950.83;34;3
produto15336;4324.43;45;12
produto15337;1729.21;40;20
produto15338;1309.83;32;15
produto15339;1754.7;8;11
produto15340;2053.5;19;1
produto15341;4057.89;37;18
produto15342;4788.11;12;16
produto15343;1693.57;13;12
produto15344;4016.41;37;12
produto15345;3757.15;41;3
produto15346;3789.99;45;5
produto15347;4318.25;49;3
produto15348;1892.87;16;6
produto15349;3327.19;37;12
produto15350;1090.01;13;7
produto15351;3542.06;3;4
produto15352;317.3;22;6
produto15353;4979.56;33;14
produto15354;4820.82;19;14
produto15355;2852.28;20;5
produto15356;1913.37;20;2
produto15357;3441.39;22;16
produto15358;1987.39;24;5
produto15359;2561.37;28;6
produto15360;2516.27;4;4
produto15361;2596.49;11;2
produto15362;4988.52;35;12
produto15363;1617.1;11;12
produto15364;1286.16;24;17
produto15365;1706.6;35;3
produto15366;1216.1;8;7
produto15367;1470.3;41;10
produto15368;232.36;35;12
produto15369;3405.37;4;4
produto15370;1982.29;11;4
produto15371;2472.4;40;13
produto15372;3314.24;2;19
produto15373;3629.76;38;16
produto15374;1917.86;16;8
produto15375;867.13;33;4
produto15376;3307.95;48;18
produto15377;4014.78;42;11
produto15378;1938.73;38;13
produto15379;4236.58;43;19
produto15380;2092.74;46;4
produto15381;3611.69;33;14
produto15382;1723.2;8;19
produto15383;468.31;47;8
produto15384;1666.0;48;4
produto15385;4937.77;16;15
produto15386;1580.01;25;6
produto15387;994.0;16;5
produto15388;3739.54;21;2
produto15389;4891.83;27;8
produto15390;352.58;47;15
produto15391;3038.05;19;16
produto15392;904.18;20;7
produto15393;1045.86;18;8
produto15394;3587.53;23;3
produto15395;4895.27;38;18
