nome;valor_venda;quantidade;id_categoria;litragem;altura;id_tipo_prancha
prancha9508;2328.03;27;18;7.38;8.19;2
prancha9509;3514.02;20;14;1.66;7.85;5
prancha9510;2306.6;3;6;6.15;4.05;3
prancha9511;1443.53;5;8;4.36;5.62;5
prancha9512;4736.1;2;13;7.69;6.34;2
prancha9513;4082.51;45;4;4.93;7.27;1
prancha9514;4914.78;34;6;4.21;8.61;2
prancha9515;290.4;44;15;4.25;3.26;7
prancha9516;1710.04;8;15;2.01;2.86;7
prancha9517;4121.34;39;19;5.88;6.34;2
prancha9518;3014.78;9;9;5.7;4.1;3
prancha9519;1828.1;25;5;6.82;9.63;2
prancha9520;2883.95;37;19;4.17;8.81;2
prancha9521;4598.37;21;2;4.47;6.06;1
prancha9522;3528.99;43;19;7.85;6.49;4
prancha9523;1652.18;9;20;4.77;8.59;2
prancha9524;2825.14;10;3;2.98;4.98;7
prancha9525;1667.83;28;18;7.62;8.17;5
prancha9526;2306.46;14;3;7.47;8.86;2
prancha9527;2175.98;49;13;6.87;4.46;2
prancha9528;4299.84;40;3;3.24;2.95;1
prancha9529;2216.61;43;9;7.72;4.74;2
prancha9530;1805.97;10;7;9.27;6.36;6
prancha9531;1764.43;27;17;7.07;8.71;1
prancha9532;3381.85;20;13;3.85;9.29;6
prancha9533;48.24;13;2;4.36;6.08;4
prancha9534;763.83;12;13;3.67;2.62;5
prancha9535;417.6;17;5;8.49;4.17;3
prancha9536;2872.38;36;19;7.61;4.36;2
prancha9537;188.58;2;12;5.34;3.22;7
prancha9538;1197.89;22;14;7.39;6.67;2
prancha9539;1761.99;29;13;9.62;3.63;3
prancha9540;2968.87;8;10;7.52;5.28;7
prancha9541;4141.58;47;13;5.12;3.14;5
prancha9542;3250.24;32;7;3.13;6.22;7
prancha9543;4347.32;22;2;5.44;8.54;5
prancha9544;4094.37;17;12;2.38;2.66;3
prancha9545;3587.37;19;5;3.03;5.11;6
prancha9546;622.13;6;13;7.93;5.3;3
prancha9547;1224.71;7;16;7.16;5.06;6
prancha9548;3553.37;23;13;5.94;6.45;3
prancha9549;34.54;37;16;3.08;4.97;3
prancha9550;1154.83;19;12;7.29;4.41;2
prancha9551;567.51;11;5;9.82;9.07;3
prancha9552;4485.66;43;12;1.54;6.38;7
prancha9553;2335.57;45;9;2.77;7.29;7
prancha9554;2662.48;39;13;6.31;7.21;3
prancha9555;4301.7;28;20;3.1;1.16;5
prancha9556;4393.5;15;20;7.42;9.42;5
prancha9557;72.67;37;11;4.2;5.29;7
prancha9558;4539.54;24;9;6.23;2.32;2
prancha9559;4577.78;2;8;1.72;6.07;3
prancha9560;841.84;47;8;4.72;7.6;7
prancha9561;4323.46;34;4;7.38;1.06;1
prancha9562;4609.23;25;17;6.03;5.61;3
prancha9563;2658.03;35;16;6.61;9.72;7
prancha9564;4466.95;5;17;9.69;2.35;5
prancha9565;3540.12;25;13;4.55;5.38;7
prancha9566;2109.02;48;3;9.73;2.18;7
prancha9567;1548.1;22;15;7.76;3.92;5
prancha9568;1889.03;32;18;4.62;4.58;4
prancha9569;267.77;45;13;5.57;8.88;6
prancha9570;2024.51;14;2;3.17;9.54;4
prancha9571;3596.54;10;17;9.22;6.34;2
prancha9572;638.74;25;17;8.13;5.24;2
prancha9573;2333.41;19;7;3.5;1.14;7
prancha9574;3151.0;40;17;6.11;1.13;5
prancha9575;4474.51;36;18;2.22;2.41;5
prancha9576;3422.19;7;14;7.05;7.11;6
prancha9577;3753.46;25;5;4.79;2.89;1
prancha9578;2757.1;46;18;1.38;4.52;1
prancha9579;2659.12;37;6;2.31;4.04;1
prancha9580;4005.25;36;19;5.79;9.26;3
prancha9581;3611.62;8;11;3.0;7.14;7
prancha9582;3831.01;36;4;1.58;6.69;3
prancha9583;3829.99;32;4;7.88;9.28;6
prancha9584;3070.08;26;1;8.71;9.11;2
prancha9585;4184.66;6;1;8.37;4.38;2
prancha9586;3751.27;27;15;3.89;1.49;5
prancha9587;3710.67;6;13;4.78;4.78;7
prancha9588;117.17;19;15;3.61;9.36;5
prancha9589;4369.75;30;12;5.56;9.61;3
prancha9590;4652.27;13;11;4.87;1.78;7
prancha9591;3652.26;14;14;5.15;5.95;6
prancha9592;1073.54;8;1;7.57;5.23;7
prancha9593;2319.61;44;17;5.97;8.42;2
prancha9594;4045.05;28;5;8.15;3.06;4
prancha9595;2666.25;42;17;2.71;9.71;2
prancha9596;3752.73;48;9;6.2;8.85;7
prancha9597;2357.9;17;13;3.5;2.46;5
prancha9598;603.7;14;2;1.08;1.52;2
prancha9599;3764.63;47;3;7.26;6.16;7
prancha9600;2958.08;50;2;4.91;4.05;2
prancha9601;3434.53;37;3;4.64;1.34;3
prancha9602;1069.94;3;14;2.96;2.19;1
prancha9603;1940.45;39;16;5.87;8.21;4
prancha9604;1945.42;22;5;1.06;9.86;1
prancha9605;1061.63;5;16;7.88;5.8;1
prancha9606;2476.92;30;20;7.43;9.79;3
prancha9607;2309.14;29;13;9.19;5.43;1
prancha9608;263.08;42;19;2.87;9.67;1
prancha9609;1571.94;16;19;5.33;7.57;5
prancha9610;741.52;27;17;3.7;6.52;4
prancha9611;3264.06;46;18;8.12;8.01;5
prancha9612;272.44;48;18;1.48;5.56;4
prancha9613;4898.18;2;18;1.67;9.08;5
prancha9614;4123.68;40;1;2.33;3.77;7
prancha9615;1447.93;40;15;4.69;6.16;3
prancha9616;4380.92;39;2;3.05;8.3;6
prancha9617;2671.53;19;16;3.81;8.79;7
prancha9618;3746.5;46;11;10.0;7.89;5
prancha9619;3856.66;27;17;5.16;8.17;7
prancha9620;2231.95;9;12;8.75;7.49;4
prancha9621;4528.88;19;8;1.04;8.89;4
prancha9622;636.41;40;8;1.47;5.56;7
prancha9623;1762.34;31;6;7.28;2.01;6
prancha9624;3406.67;37;20;8.34;4.61;5
prancha9625;2827.68;11;3;9.85;7.29;1
prancha9626;2879.71;27;16;5.3;6.4;3
prancha9627;4354.04;43;17;7.92;3.24;3
prancha9628;3723.6;26;18;4.02;2.7;4
prancha9629;1939.3;43;16;8.76;5.75;5
prancha9630;213.82;41;2;6.14;2.54;1
prancha9631;4184.23;38;12;7.42;3.83;7
prancha9632;3529.81;33;11;2.37;3.92;1
prancha9633;539.44;32;11;4.02;8.95;1
prancha9634;2411.31;14;5;7.24;7.8;4
prancha9635;546.66;31;10;3.46;2.73;6
prancha9636;3488.37;31;15;9.61;9.22;1
prancha9637;1900.35;42;7;9.03;7.77;7
prancha9638;3946.3;14;9;3.52;1.27;1
prancha9639;652.57;44;9;9.24;3.97;5
prancha9640;3076.32;48;9;3.78;8.53;1
prancha9641;1201.68;14;11;8.14;5.82;7
prancha9642;4853.27;40;8;2.14;3.32;7
prancha9643;3407.35;41;10;8.28;7.42;4
prancha9644;2545.87;23;15;3.14;2.65;7
prancha9645;1109.07;42;6;2.42;5.6;5
prancha9646;402.08;8;3;8.85;5.7;4
prancha9647;1624.12;8;15;2.27;5.29;1
prancha9648;2708.69;46;7;6.64;5.39;7
prancha9649;2836.36;35;10;3.06;7.58;6
prancha9650;3668.44;40;7;9.62;6.43;2
prancha9651;4011.17;24;15;6.46;2.95;2
prancha9652;3627.19;30;9;1.1;7.59;6
prancha9653;4695.94;35;9;4.41;4.59;6
prancha9654;4077.48;11;9;2.96;6.83;2
prancha9655;1259.85;34;11;3.83;6.88;5
prancha9656;4165.54;22;20;9.9;1.67;3
prancha9657;645.44;33;6;5.7;6.13;7
prancha9658;4505.41;6;20;4.38;4.83;7
prancha9659;1825.82;34;16;8.46;4.43;7
prancha9660;1811.56;1;18;4.69;4.39;4
prancha9661;4418.94;33;1;3.36;6.61;2
prancha9662;562.97;21;19;3.3;2.44;5
prancha9663;2822.65;26;6;5.28;9.99;2
prancha9664;2382.63;24;9;4.11;1.04;3
prancha9665;1939.5;36;18;7.83;5.81;6
prancha9666;686.6;31;7;8.57;2.98;1
prancha9667;2637.05;46;15;5.13;8.09;2
prancha9668;1118.52;26;11;1.36;8.41;6
prancha9669;1290.09;50;6;4.47;5.41;7
prancha9670;4691.6;1;1;1.39;8.07;4
prancha9671;3039.61;33;1;7.88;7.59;5
prancha9672;4680.16;4;11;1.53;6.22;3
prancha9673;2152.86;48;13;3.69;5.89;1
prancha9674;940.6;3;8;5.53;8.63;4
prancha9675;3021.61;9;18;9.18;2.98;5
prancha9676;3263.25;19;10;5.16;6.43;5
prancha9677;339.69;32;9;3.78;8.61;4
prancha9678;1064.93;27;2;7.04;2.14;4
prancha9679;3595.73;4;12;6.01;3.59;5
prancha9680;233.06;15;12;2.32;2.25;2
prancha9681;3034.05;14;11;1.57;3.96;6
prancha9682;4949.09;20;4;7.16;5.77;5
prancha9683;4654.32;27;16;8.22;1.56;7
prancha9684;3226.74;39;4;6.3;2.89;7
prancha9685;2749.27;25;10;1.3;9.33;7
prancha9686;2987.89;47;19;2.91;5.28;2
prancha9687;3014.97;23;8;7.58;5.04;7
prancha9688;2349.3;14;5;8.13;8.77;1
prancha9689;714.21;26;16;8.28;1.57;3
prancha9690;1990.22;4;17;5.56;2.97;2
prancha9691;3757.71;20;5;4.32;3.89;2
prancha9692;3316.03;18;10;1.86;2.89;1
prancha9693;3664.51;46;7;9.54;9.35;1
prancha9694;26.3;39;12;5.52;4.85;6
prancha9695;734.8;7;17;1.54;8.82;2
prancha9696;375.58;12;17;7.74;7.93;7
prancha9697;2829.87;36;14;3.86;8.77;4
prancha9698;3647.29;50;1;4.1;3.68;2
prancha9699;862.53;16;16;2.97;4.2;4
prancha9700;2360.98;22;9;1.65;4.65;6
prancha9701;3233.91;6;1;7.24;7.84;5
prancha9702;4352.91;27;5;9.15;2.52;3
prancha9703;763.18;26;6;5.58;8.42;2
prancha9704;4971.94;24;16;7.25;7.33;6
prancha9705;3584.89;33;9;8.76;6.03;7
prancha9706;682.87;23;15;4.33;4.35;6
prancha9707;3829.59;11;1;1.29;1.92;7
prancha9708;1209.55;7;19;7.78;7.42;5
prancha9709;2118.52;48;14;1.3;3.9;4
prancha9710;170.55;25;20;8.52;6.96;7
prancha9711;1708.18;49;10;1.12;5.63;1
prancha9712;3040.28;32;4;8.86;7.01;6
prancha9713;3922.57;12;14;2.37;7.23;5
prancha9714;4623.08;42;1;7.15;1.01;4
prancha9715;2500.01;21;5;9.15;8.69;5
prancha9716;1439.74;47;1;8.35;8.82;3
prancha9717;1968.02;47;5;8.12;1.34;3
prancha9718;575.24;4;3;5.98;9.79;1
prancha9719;4907.75;27;19;8.54;4.02;3
prancha9720;3460.89;42;4;1.19;2.01;5
prancha9721;1760.04;17;6;6.18;6.03;4
prancha9722;3867.44;44;13;8.99;4.73;6
prancha9723;2586.31;50;17;8.46;1.77;4
prancha9724;3183.03;19;12;2.47;9.96;1
prancha9725;4462.71;16;1;8.75;4.82;1
prancha9726;4706.19;2;9;4.83;5.61;5
prancha9727;2144.59;29;9;3.2;4.7;4
prancha9728;2812.64;12;17;1.67;4.0;6
prancha9729;4529.88;32;2;1.78;7.1;7
prancha9730;4010.77;21;9;2.7;1.55;6
prancha9731;386.0;30;6;5.83;4.49;3
prancha9732;3020.1;4;10;8.07;4.87;3
prancha9733;4071.17;27;4;5.16;9.1;1
prancha9734;3674.14;11;15;3.64;8.1;6
prancha9735;3235.2;35;4;4.62;3.96;7
prancha9736;2227.85;48;18;9.86;2.04;7
prancha9737;1997.96;40;4;6.53;8.07;6
prancha9738;2055.5;8;7;8.05;9.44;4
prancha9739;1419.81;37;5;5.8;8.63;2
prancha9740;1412.53;28;1;1.07;4.01;3
prancha9741;4383.78;26;3;2.42;4.43;1
prancha9742;2556.52;33;7;2.86;9.36;4
prancha9743;2877.59;21;2;7.27;1.08;6
prancha9744;2810.54;41;7;7.53;4.31;5
prancha9745;895.13;38;3;1.8;5.0;6
prancha9746;3556.91;40;17;3.07;2.97;6
prancha9747;2190.31;34;10;9.56;2.22;6
prancha9748;4949.95;35;19;6.32;4.22;4
prancha9749;551.7;28;7;1.44;9.03;5
prancha9750;1996.27;29;17;7.02;1.35;3
prancha9751;3855.42;40;4;8.62;8.57;1
prancha9752;1282.21;27;19;7.28;1.03;2
prancha9753;3751.06;41;15;6.9;7.34;4
prancha9754;4691.64;42;17;8.39;2.3;3
prancha9755;3903.14;40;3;8.71;3.96;6
prancha9756;2783.83;25;14;2.15;4.76;6
prancha9757;2750.11;49;15;1.55;7.43;3
prancha9758;2565.26;4;8;2.83;5.9;3
prancha9759;134.83;20;6;6.68;8.37;6
prancha9760;118.29;2;4;8.86;9.05;6
prancha9761;4232.13;32;4;6.92;1.09;5
prancha9762;3788.41;17;7;6.47;3.68;3
prancha9763;2041.37;46;15;2.99;3.26;1
prancha9764;3881.14;15;17;2.81;2.71;2
prancha9765;893.78;14;8;9.55;6.28;5
prancha9766;3198.99;2;19;7.34;5.96;6
prancha9767;2776.88;18;12;4.7;1.81;4
prancha9768;410.13;7;15;9.21;6.67;1
prancha9769;1364.05;3;6;3.5;9.39;2
prancha9770;787.06;18;1;4.15;4.28;3
prancha9771;1002.01;20;10;2.64;1.25;6
prancha9772;4951.18;45;13;9.23;6.18;4
prancha9773;2122.9;49;2;7.43;5.73;7
prancha9774;3358.08;18;10;8.69;6.78;3
prancha9775;730.85;31;15;9.87;8.18;6
prancha9776;2523.94;21;9;3.47;4.67;1
prancha9777;2297.25;14;14;2.56;8.24;2
prancha9778;4080.93;29;13;2.71;4.69;4
prancha9779;565.99;31;17;9.69;4.79;7
prancha9780;2714.18;10;11;2.56;8.4;4
prancha9781;556.55;37;9;6.3;6.73;6
prancha9782;2759.47;22;9;7.09;4.35;7
prancha9783;1956.53;3;18;1.67;9.0;3
prancha9784;4041.3;26;8;3.46;4.16;6
prancha9785;1448.42;20;4;1.93;9.11;3
prancha9786;3393.79;36;6;2.8;7.18;3
prancha9787;1897.22;11;18;7.5;2.89;4
prancha9788;1697.21;37;6;8.31;6.45;6
prancha9789;4131.12;43;2;3.69;9.55;4
prancha9790;3589.55;42;7;5.27;4.36;2
prancha9791;77.34;28;18;6.77;7.74;7
prancha9792;1576.64;4;13;1.06;9.76;5
prancha9793;3033.26;9;17;6.35;5.56;2
prancha9794;4301.51;19;16;7.85;8.15;3
prancha9795;4616.87;4;19;5.71;4.18;3
prancha9796;3278.51;7;19;8.12;4.58;5
prancha9797;1719.77;48;3;8.03;2.01;5
prancha9798;1275.73;2;12;4.67;3.14;3
prancha9799;2041.19;45;8;4.42;3.91;1
prancha9800;1740.0;13;2;6.81;2.53;3
prancha9801;1599.47;16;6;5.61;5.08;2
prancha9802;2418.27;26;14;4.02;5.07;4
prancha9803;2881.37;44;12;7.17;7.99;4
prancha9804;3221.41;18;13;3.24;2.83;2
prancha9805;493.16;3;7;9.8;7.65;2
prancha9806;959.42;27;10;5.71;6.94;4
prancha9807;4262.17;34;4;1.73;2.73;2
prancha9808;164.12;22;11;3.55;2.1;3
prancha9809;714.37;47;6;5.77;1.57;6
prancha9810;2712.56;1;1;6.5;2.18;7
prancha9811;2060.74;19;11;2.98;7.69;2
prancha9812;4266.35;8;20;3.13;1.45;2
prancha9813;4221.1;5;7;8.37;9.81;5
prancha9814;3783.31;35;9;8.25;7.17;3
prancha9815;2535.43;33;9;7.11;6.06;5
prancha9816;756.95;2;7;9.27;3.56;4
prancha9817;1736.14;38;11;4.39;5.33;2
prancha9818;3382.05;3;3;9.65;6.8;5
prancha9819;629.09;15;9;2.5;8.19;6
prancha9820;808.35;34;10;8.28;2.15;6
prancha9821;3438.32;40;8;2.98;9.32;1
prancha9822;4534.57;32;14;7.36;8.19;5
prancha9823;1338.41;50;12;8.63;4.72;4
prancha9824;1665.19;3;5;7.56;8.02;5
prancha9825;1859.49;9;14;4.72;1.42;6
prancha9826;4655.59;15;18;8.46;9.03;5
prancha9827;2429.15;27;8;7.19;8.82;5
prancha9828;4387.46;1;14;1.51;4.24;6
prancha9829;4745.73;26;8;8.77;8.3;6
prancha9830;561.27;19;15;4.23;9.65;7
prancha9831;3405.07;50;9;4.47;9.34;4
prancha9832;75.59;48;13;6.44;9.8;1
prancha9833;74.92;32;4;6.89;4.42;3
prancha9834;1269.6;29;9;6.52;4.17;6
prancha9835;4835.26;23;6;3.03;6.75;5
prancha9836;4855.32;27;8;1.43;3.94;7
prancha9837;639.22;21;16;5.48;1.35;6
prancha9838;1073.86;45;6;2.31;7.69;3
prancha9839;3100.41;41;4;6.01;9.16;7
prancha9840;2808.84;50;5;9.24;5.07;3
prancha9841;2680.77;7;13;3.9;6.96;1
prancha9842;709.77;44;4;3.19;3.36;3
prancha9843;23.57;36;3;2.45;6.87;6
prancha9844;4030.03;28;19;9.81;8.69;2
prancha9845;958.67;37;13;9.95;8.12;7
prancha9846;1159.07;9;20;3.87;4.72;1
prancha9847;4540.93;25;19;1.03;7.15;4
prancha9848;4375.2;42;20;8.72;3.05;2
prancha9849;23.94;10;9;3.31;5.54;4
prancha9850;1975.53;32;19;4.84;1.91;6
prancha9851;3857.06;9;18;3.36;1.93;3
prancha9852;370.29;2;5;6.68;5.36;3
prancha9853;4255.59;42;14;6.26;4.76;6
prancha9854;4634.01;6;14;1.63;6.35;3
prancha9855;297.67;32;18;5.2;3.75;7
prancha9856;3061.76;40;9;4.59;1.26;4
prancha9857;2497.81;16;2;3.2;7.84;4
prancha9858;3425.56;32;5;2.28;7.98;3
prancha9859;1735.4;43;9;4.81;3.91;5
prancha9860;2629.79;10;1;2.11;5.02;7
prancha9861;2058.76;23;11;4.28;7.66;7
prancha9862;4761.93;22;9;8.47;3.19;6
prancha9863;4637.63;50;20;3.31;9.95;6
prancha9864;3539.36;36;12;4.51;5.24;7
prancha9865;2046.95;36;14;3.13;4.09;1
prancha9866;3591.16;39;16;4.53;4.99;1
prancha9867;3788.75;5;14;2.71;2.05;7
prancha9868;3079.15;30;7;5.47;4.49;4
prancha9869;4530.43;49;12;7.66;1.19;5
prancha9870;3005.84;17;11;4.76;7.54;1
prancha9871;910.48;41;10;4.59;9.2;5
prancha9872;2174.98;41;17;5.73;9.94;4
prancha9873;4914.23;41;18;7.5;5.82;1
prancha9874;487.12;34;16;1.33;1.32;3
prancha9875;4085.58;49;14;6.09;4.33;1
prancha9876;1936.18;22;10;9.2;1.65;1
prancha9877;1474.24;1;16;5.1;9.94;7
prancha9878;2394.45;46;20;3.43;7.87;5
prancha9879;2409.4;40;12;2.47;5.6;5
prancha9880;745.82;31;7;4.56;3.56;1
prancha9881;1389.87;2;1;7.09;7.64;7
prancha9882;2517.28;38;5;2.54;6.29;2
prancha9883;106.39;12;10;1.05;3.02;7
prancha9884;490.47;4;12;7.23;6.86;3
prancha9885;3690.57;45;13;5.67;9.81;3
prancha9886;4227.92;38;19;7.13;5.95;2
prancha9887;4616.53;38;5;9.4;4.5;2
prancha9888;4432.99;11;1;3.2;5.18;5
prancha9889;3400.65;34;1;5.16;8.76;5
prancha9890;2641.72;6;12;2.09;9.1;4
prancha9891;3054.0;14;15;3.63;3.1;7
prancha9892;4373.91;43;6;6.3;3.06;1
prancha9893;2047.93;15;20;8.88;1.4;7
prancha9894;2606.09;38;5;1.74;9.37;2
prancha9895;1121.18;23;9;1.35;7.5;4
prancha9896;1552.52;6;11;1.64;5.51;3
prancha9897;788.12;29;2;1.5;5.66;1
prancha9898;1910.55;46;10;8.22;1.13;5
prancha9899;2740.39;19;14;2.67;1.73;1
prancha9900;4173.35;17;13;7.6;5.18;3
prancha9901;3233.55;43;1;2.56;2.67;4
prancha9902;353.66;26;14;8.06;1.48;2
prancha9903;2796.39;13;13;9.13;8.43;2
prancha9904;1776.74;27;14;6.39;8.16;5
prancha9905;2367.33;22;15;6.94;5.95;6
prancha9906;3279.61;6;13;5.81;6.34;6
prancha9907;4067.82;28;8;2.33;3.57;2
prancha9908;420.64;19;6;2.57;8.65;2
prancha9909;4289.45;33;6;9.61;8.56;4
prancha9910;473.63;38;2;6.31;4.06;6
prancha9911;1292.87;50;10;4.14;5.45;5
prancha9912;4366.11;39;4;1.61;9.18;5
prancha9913;4775.67;2;14;6.1;4.78;7
prancha9914;2000.59;18;1;9.06;3.05;6
prancha9915;3295.07;50;8;7.7;6.64;6
prancha9916;4914.0;31;14;4.2;9.71;6
prancha9917;588.04;18;3;3.48;3.64;2
prancha9918;1986.41;41;19;5.73;1.91;7
prancha9919;1413.67;14;1;4.32;2.1;3
prancha9920;1267.42;17;2;3.09;9.72;7
prancha9921;4412.77;49;3;8.21;7.18;3
prancha9922;1604.79;46;15;8.31;1.42;5
prancha9923;4605.1;41;15;9.8;5.5;7
prancha9924;770.84;29;12;5.3;3.69;4
prancha9925;2956.19;42;7;1.33;2.6;5
prancha9926;4691.42;35;18;6.01;1.77;1
prancha9927;1544.6;37;13;2.93;8.69;3
prancha9928;3168.94;20;15;2.5;5.49;1
prancha9929;4470.69;33;3;9.92;6.95;4
prancha9930;234.11;31;19;6.17;5.24;2
prancha9931;3633.9;26;3;2.82;5.74;1
prancha9932;413.44;31;20;6.25;4.85;5
prancha9933;2093.68;20;12;6.56;8.3;5
prancha9934;2278.54;28;16;2.68;4.68;1
prancha9935;505.36;29;20;5.0;7.74;7
prancha9936;1104.9;32;17;3.7;8.14;6
prancha9937;3867.48;19;9;7.81;9.92;3
prancha9938;1956.02;22;8;1.74;8.68;2
prancha9939;1731.01;20;3;1.54;2.33;4
prancha9940;667.66;47;11;7.16;9.26;5
prancha9941;1498.09;24;20;8.36;8.92;1
prancha9942;3721.36;6;10;2.08;3.42;7
prancha9943;2484.45;45;8;4.58;8.09;4
prancha9944;1891.79;6;15;8.61;8.35;2
prancha9945;1661.31;47;5;7.86;7.74;3
prancha9946;2742.6;32;2;6.07;9.31;6
prancha9947;3004.63;27;6;2.94;8.16;5
prancha9948;4204.72;38;10;8.39;7.83;1
prancha9949;564.55;12;18;4.06;9.71;3
prancha9950;3423.37;50;17;2.33;2.54;2
prancha9951;281.45;13;14;3.0;4.08;3
prancha9952;3883.09;25;14;5.98;3.69;2
prancha9953;871.03;18;12;4.85;5.17;6
prancha9954;1392.58;34;10;4.99;6.94;2
prancha9955;1467.78;9;20;2.44;1.09;4
prancha9956;4028.39;20;19;4.61;7.14;3
prancha9957;3131.64;28;6;2.98;6.23;1
prancha9958;2541.93;16;1;7.93;1.31;4
prancha9959;597.18;29;7;5.27;3.98;4
prancha9960;2731.66;4;17;8.34;2.46;4
prancha9961;572.55;45;11;1.3;1.49;3
prancha9962;824.17;6;7;3.07;2.68;7
prancha9963;2111.39;32;2;4.2;1.4;1
prancha9964;3757.43;21;3;3.38;8.13;1
prancha9965;2865.69;4;5;8.34;8.04;3
prancha9966;4397.74;3;11;9.7;2.87;5
prancha9967;1695.56;37;11;8.39;8.37;6
prancha9968;4231.73;10;5;7.76;5.54;3
prancha9969;2412.54;2;3;2.14;8.77;6
prancha9970;1748.31;30;9;4.45;3.6;4
prancha9971;1206.56;5;3;7.36;3.35;1
prancha9972;2504.86;5;18;6.74;6.93;3
prancha9973;511.58;26;5;5.92;5.67;1
prancha9974;2855.75;41;10;1.03;9.01;2
prancha9975;3688.13;34;5;5.26;7.98;1
prancha9976;819.06;45;14;9.95;1.05;1
prancha9977;4492.39;27;16;2.29;8.0;1
prancha9978;1607.1;7;11;5.93;6.29;6
prancha9979;110.13;49;4;1.1;6.86;1
prancha9980;214.79;14;14;3.88;2.6;1
prancha9981;1276.99;25;18;9.83;1.16;3
prancha9982;4290.83;18;20;9.78;4.63;3
prancha9983;434.95;9;6;5.58;3.63;7
prancha9984;66.73;9;17;9.68;5.5;6
prancha9985;1323.68;15;2;5.29;7.15;2
prancha9986;1702.76;23;15;3.4;5.65;4
prancha9987;3051.11;32;6;8.88;2.21;2
prancha9988;452.63;28;18;5.41;5.3;3
prancha9989;2785.93;47;6;8.82;5.09;7
prancha9990;2153.65;46;12;3.08;7.55;2
prancha9991;3248.02;30;3;2.82;9.05;6
prancha9992;1648.27;1;18;8.78;1.46;4
prancha9993;1466.93;7;12;5.13;1.64;3
prancha9994;3774.05;4;19;3.55;9.05;5
prancha9995;262.45;23;8;2.8;3.37;3
prancha9996;4625.06;36;11;3.27;3.96;2
prancha9997;3759.12;5;20;9.61;8.82;7
prancha9998;2735.71;34;11;9.81;2.49;7
prancha9999;2204.18;50;5;1.16;6.65;5
prancha10000;114.66;45;14;4.9;1.46;4
prancha10001;342.73;33;6;1.24;1.0;7
prancha10002;3467.76;46;10;2.09;8.03;3
prancha10003;4974.17;11;11;4.74;9.32;2
prancha10004;3816.5;34;17;3.88;5.55;6
prancha10005;1143.79;18;19;2.9;3.43;2
prancha10006;1826.07;43;12;7.33;2.04;2
prancha10007;3583.27;20;17;7.0;6.89;3
prancha10008;46.13;19;5;9.73;9.14;6
prancha10009;2350.53;21;19;9.55;7.25;6
prancha10010;233.29;44;5;9.14;6.21;1
prancha10011;4343.31;10;13;5.87;4.34;1
prancha10012;1655.73;21;10;6.56;4.69;5
prancha10013;1282.16;19;7;5.75;8.85;1
prancha10014;3603.5;6;1;5.58;1.68;5
prancha10015;3800.96;26;9;7.62;7.46;7
prancha10016;762.57;13;6;7.11;2.27;6
prancha10017;2484.53;4;11;1.02;2.58;4
prancha10018;1862.6;5;2;2.57;1.47;5
prancha10019;2298.38;8;9;9.6;8.55;5
prancha10020;3147.99;40;14;7.2;7.2;2
prancha10021;772.42;12;9;8.05;4.14;3
prancha10022;2715.04;41;5;1.61;5.1;2
prancha10023;2709.72;15;8;8.98;2.39;2
prancha10024;4989.06;28;15;4.69;6.56;3
prancha10025;1773.56;3;12;3.83;3.55;6
prancha10026;1306.62;3;11;5.09;6.37;2
prancha10027;2219.63;36;12;2.99;1.98;5
prancha10028;4632.45;47;11;9.28;5.92;7
prancha10029;4977.33;10;8;9.84;8.38;5
prancha10030;4123.96;38;11;4.57;3.13;5
prancha10031;2263.97;13;10;4.61;1.21;1
prancha10032;633.9;14;6;2.81;6.4;3
prancha10033;2371.95;36;3;4.78;9.19;7
prancha10034;3439.4;17;5;7.74;2.93;3
prancha10035;732.93;36;10;8.14;2.91;3
prancha10036;3161.23;45;7;1.93;2.19;4
prancha10037;1659.48;15;11;9.57;6.75;3
prancha10038;3868.66;12;16;8.07;3.32;1
prancha10039;1443.63;21;1;5.39;9.46;5
prancha10040;2691.58;12;11;1.14;7.63;4
prancha10041;747.98;44;2;8.68;5.74;6
prancha10042;3147.68;24;7;6.71;6.99;2
prancha10043;1212.16;42;14;1.4;9.59;3
prancha10044;2531.66;17;5;5.72;9.59;2
prancha10045;697.39;36;15;9.34;5.48;5
prancha10046;3053.84;41;9;8.58;6.02;3
prancha10047;3052.26;23;20;1.86;5.67;5
prancha10048;4351.34;16;13;9.07;8.6;1
prancha10049;3694.57;12;1;8.64;5.02;5
prancha10050;4150.5;34;20;4.24;6.15;7
prancha10051;2814.7;46;6;8.72;5.46;4
prancha10052;1745.27;31;10;1.1;2.54;6
prancha10053;2351.45;29;19;3.5;5.12;2
prancha10054;128.14;22;10;8.18;9.08;1
prancha10055;2214.52;38;14;4.49;4.89;2
prancha10056;3752.78;49;4;8.48;5.82;7
prancha10057;4820.54;28;2;1.45;9.7;5
prancha10058;4640.66;29;10;2.6;4.95;5
prancha10059;2060.92;5;12;8.44;9.87;2
prancha10060;4560.51;20;20;4.27;6.67;5
prancha10061;1038.85;7;11;2.57;8.28;7
prancha10062;2513.08;33;8;1.19;6.04;7
prancha10063;1627.81;10;2;8.33;1.68;6
prancha10064;4244.28;38;11;5.81;1.02;7
prancha10065;3531.93;47;3;7.2;2.49;1
prancha10066;4417.48;33;6;8.18;1.68;6
prancha10067;3675.49;17;5;5.01;1.22;3
prancha10068;3917.08;45;1;2.45;2.35;1
prancha10069;4103.63;26;11;2.71;2.18;2
